,Date,Title,Organization,City,State,URL,Hate Incident,New Incident,Day of Incident,Month of Incident,Year of Incident,Violent,Num Victims,Num Perp,Num Deaths,Issue Identity,Incident City,Incident State,Incident Type,Inc Intensity,Notes
711,3/29/2017,SOMA hate crime trial opens,Bay Area Reporter,San Francisco,CA,http://www.ebar.com/news/article.php?sec=news&article=72461,,,,,,,,,,,,,,,Url broken
712,3/29/2017,India Ignores its Own Hate Crimes,Human Rights Watch,New York,NY,https://www.hrw.org/news/2017/03/30/india-ignores-its-own-hate-crimes,,,,,,,,,,,,,,,International Story
713,3/30/2017,"Funny thing is, I'm not Muslim': Iran refugee responds to hate messages in his home",Miami Herald,Miami,FL,http://www.miamiherald.com/news/nation-world/national/article141654974.html,,,,,,,,,,,,,,,Duplicate story
714,3/30/2017,Living as an Asian-American in a “gun-happy” society,The Lambert Post,Suwanee,GA,http://thelambertpost.com/opinions/living-as-an-asian-american-in-a-gun-happy-society/,0,na,na,na,na,na,na,na,na,na,na,na,Opinion piece,na,
715,3/30/2017,America Is Still the Best Place In The World To Study with Zero Tolerance for Hate Crimes,Fortune,,,https://fortune.com/2017/03/30/alok-madasani-hate-crimes/,0,na,na,na,na,na,na,na,na,na,na,na,Opinion piece,na,
716,3/30/2017,Help The Star and ProPublica document hate crimes in Missouri and Kansas,Kansas City Star,Kansas City,MO,http://www.kansascity.com/news/local/article141692569.html,0,na,na,na,na,na,na,na,na,na,na,na,Call to action,na,
717,3/30/2017,"Iranian Refugee Victim of Anti-Muslim Hate-Crime, Isn't Even Muslim",Patheos,Englewood,CO,http://www.patheos.com/blogs/formerlyfundie/iranian-refugee-victim-anti-muslim-hate-crime-isnt-even-muslim/,,,,,,,,,,,,,,,Duplicate story
718,3/30/2017,Madison homicide victim was victim of hate crime 6 years ago,Milwaukee Journal Sentinel,Milwaukee,WI,http://www.jsonline.com/story/news/2017/03/30/madison-homicide-victim-victim-hate-crime-6-years-ago/99842488/,0,na,na,na,na,na,na,na,na,na,na,na,Incident under investigation,na,
719,4/1/2017,Mayor Joins Family and Friends of Alleged Hate Crime Victim Timothy Caughman at his Funeral Saturday,NY1,,NY,http://www.ny1.com/nyc/all-boroughs/news/2017/04/1/mayor-joins-family-and-friends-of-alleged-hate-crime-victim-timothy-caughman-at-his-funeral-saturday.html,,,,,,,,,,,,,,,Duplicate story
720,3/31/2017,Congressional briefing aims to address uptick in hate violence,The Indian Panorama,,,https://www.theindianpanorama.news/congressional-briefing-aims-address-uptick-hate-violence/,0,na,na,na,na,na,na,na,na,na,na,na,News story,na,
721,3/31/2017,An anti-Muslim slur on their wall made this family think of leaving the US Then neighbors came to their aid.,Washington Post,Washington,DC,https://www.washingtonpost.com/news/acts-of-faith/wp/2017/03/31/a-hate-crime-made-this-muslim-family-think-of-leaving-the-country-then-neighbors-came-to-their-aid/,1,1,1,4,2017,0,4,na,na,religion,Fairfax County,Virginia,Vandalism/Burglary,2,
722,3/31/2017,Victim of Oshkosh hate crime killed in Madison,WBAY,Green Bay,WI,http://www.wbay.com/content/news/Victim-of-Oshkosh-hate-crime-killed-in-Madison-417768323.html,,,,,,,,,,,,,,,Duplicate story
723,3/31/2017,Wisconsin Man Who Was Victim of Brutal Hate Crime Found Stabbed to Death in Apartment: VIDEO,Towleroad,New York,NY,http://www.towleroad.com/2017/03/andrew-nesbitt/,,,,,,,,,,,,,,,Duplicate story
724,3/31/2017,Madison homicide victim suffered hate crime 5 years prior,Bradenton Herald,Bradenton,FL,http://www.bradenton.com/news/politics-government/national-politics/article141911799.html,,,,,,,,,,,,,,,Url broken
725,3/31/2017,Homicide victim was previously attacked at gay bar in 2011,The Olympian,Olympia,Washington,http://www.theolympian.com/news/politics-government/national-politics/article141911799.html,,,,,,,,,,,,,,,Url broken
726,3/31/2017,Wisconsin gay bashing survivor stabbed to death in possible hate crime,LGBTQ Nation,Phoenix,AZ,https://www.lgbtqnation.com/2017/03/wisconsin-gay-bashing-survivor-stabbed-death-possible-hate-crime/,,,,,,,,,,,,,,,Duplicate story
727,3/31/2017,A hate crime made a Muslim family consider leaving the US – until neighbors responded,Albuquerque Journal,Albuquerque,NM,https://www.abqjournal.com/980079/a-hate-crime-made-a-muslim-family-consider-leaving-the-u-s-until-neighbors-responded.html,,,,,,,,,,,,,,,Duplicate story
728,3/31/2017,Charleston church shooter to plead guilty in state murder case,KGO-TV,San Francisco,CA,http://abc7news.com/news/charleston-church-shooter-to-plead-guilty-in-state-murder-case/1827947/,0,na,na,na,na,na,na,na,na,na,na,na,News story,na,
729,3/31/2017,GoFundMe Page Set Up In Support of the Iranian Man Terrorized in Troutdale This Week,Willamette Week,Portland,Oregon,http://www.wweek.com/news/2017/03/31/gofundme-page-set-up-in-support-of-the-iranian-man-terrorized-in-troutdale-this-week/,,,,,,,,,,,,,,,Duplicate story
730,3/31/2017,Man who scammed senior women pleads to hate crime,SILive.com,Staten Island,NY,http://www.silive.com/eastshore/index.ssf/2017/03/man_who_scammed_senior_women_p.html,1,0,12/6/2015-17/2/2016,See J,See J,0,6,1,na,Elderly,Multiple cities,New York,Fraud/Theft,2,
731,3/31/2017,Neighbors of Muslim woman call smashed mailbox hate crime - KPAX.com | Continuous News | Missoula & Western Montana,KPAX-TV,Missoula,MT,http://www.kpax.com/story/35045151/neighbors-of-muslim-woman-call-smashed-mailbox-hate-crime,,,,,,,,,,,,,,,Url broken
732,3/31/2017,"Neighbors of Muslim woman call smashed mailbox hate crime - Erie News Now: News, Weather & Sports | WICU 12 & WSEE",ErieTVNews,Erie,PA,http://www.erietvnews.com/story/35045151/neighbors-of-muslim-woman-call-smashed-mailbox-hate-crime,,,,,,,,,,,,,,,Url broken
733,3/31/2017,Legislation Seeks to Classify Assault on Emergency Responders as Hate Crime,WABI,Bangor,ME,http://wabi.tv/2017/03/31/legislation-seeks-to-classify-assault-on-emergency-responders-as-hate-crime/,,,,,,,,,,,,,,,Url broken
734,3/31/2017,Legislation Seeks to Classify Assault on Emergency Responders as Hate Crime UPDATED,WABI,Bangor,ME,https://wabi.tv/2017/03/31/legislation-seeks-to-classify-assault-on-emergency-responders-as-hate-crime/,,,,,,,,,,,,,,,Site not secure
735,3/31/2017,Hate Crimes Legislation: Do We Really Need It?,Above the Law,Washington,DC,http://abovethelaw.com/2017/03/hate-crimes-legislation-do-we-really-need-it/,,,,,,,,,,,,,,,Opinion piece
736,4/1/2017,Man Stabbed to Death With Sword in Alleged Hate Crime to be Laid to Rest,NBC New York,New York,NY,http://www.nbcnewyork.com/news/local/Timothy-Caughman-Funderal-White-Supremacist-NYC-Sword-Killing-Charge-Murder-Terrorism-417860653.html,,,,,,,,,,,,,,,Duplicate story
737,4/1/2017,"Friends, Family Remember Man Killed With Sword in NYC",NBC Connecticut,Hartford,CT,http://www.nbcconnecticut.com/news/national-international/Timothy-Caughman-Funderal-White-Supremacist-NYC-Sword-Killing-Charge-Murder-Terrorism-417860653.html,,,,,,,,,,,,,,,Duplicate story
738,4/1/2017,Mourners gather for funeral of black victim of sword slaying,McClatchy Washington Bureau,Washington,DC,http://www.mcclatchydc.com/news/politics-government/national-politics/article142141959.html,,,,,,,,,,,,,,,Url broken
739,4/1/2017,"Deadly Midtown Stabbing Attack Was Racially Motivated, Police Say",Normangee Star,Normangee,TX,http://normangeestar.net/2017/04/01/deadly-midtown-stabbing-attack-was-racially-motivated-police-say/,,,,,,,,,,,,,,,Url broken + Duplicate story
740,4/1/2017,Former Army medic charged in Colorado mosque vandalism case,Fort Bend Herald,Rosenberg,Texas,http://www.fbherald.com/news/former-army-medic-charged-in-colorado-mosque-vandalism-case/article_cb701462-71e7-5429-b156-474f8c2d08b2.html,,,,,,,,,,,,,,,Url broken + Duplicate story
741,4/1/2017,Rise in Hate Crime Spurs States to Enhance Protections,NBC Bay Area,San Francisco,CA,http://www.nbcbayarea.com/news/national-international/Rise-in-Hate-Crime-Spurs-States-to-Enhance-Protections-417878583.html,0,na,na,na,na,na,na,na,na,na,na,na,Hate crime rate report,na,
742,4/1/2017,Man Punched On C Train In Apparent Anti-Gay Attack,CBS New York,,,http://newyork.cbslocal.com/2017/04/02/c-train-assault/,0,na,na,na,na,na,na,na,na,na,na,na,Incident under investigation,na,
743,4/2/2017,Bill would make attacking a police officer a hate crime,The Herald,Rock Hill,SC,http://www.heraldonline.com/news/politics-government/national-politics/article142254954.html,,,,,,,,,,,,,,,Url broken
744,4/3/2017,"SB 5280: No harm, no foul",Dailyuw,,,http://www.dailyuw.com/opinion/article_4f547bb0-1811-11e7-82a7-2f167430a991.html,0,na,na,na,na,na,na,na,na,na,na,na,Opinion piece,na,
745,4/3/2017,My response to “Social Justice Warriors Need To Stop”,Dailyuw,,,http://www.dailyuw.com/opinion/article_aafd7e40-1810-11e7-aacf-73c12ced42b2.html,0,na,na,na,na,na,na,na,na,na,na,na,Opinion piece,na,
746,4/3/2017,More hate graffiti found in Astoria directed at elected officials,TimesLedger,Bayside,New York,http://www.timesledger.com/stories/2017/13/gianarisgraffiti_2017_03_31_q.html,,,,,,,,,,,,,,,Duplicate story
747,4/3/2017,Five people charged over teenage asylum seeker attack,Yahoo News,Altadena,California,https://uk.news.yahoo.com/five-people-charged-over-teenage-asylum-seeker-attack-100631650.html,,,,,,,,,,,,,,,International Story
748,4/3/2017,"Berea Rally, March Scheduled in Response to 'Hate Crime'",WEKU,Richmond,KY,http://weku.fm/post/berea-rally-march-scheduled-response-hate-crime,0,na,na,na,na,na,na,na,na,na,na,na,Condemnation,na,
749,4/3/2017,Victim Of Brutal 2011 Hate Crime Found Murdered On His Birthday,NewNowNext,New York,NY,http://www.newnownext.com/madison-hate-crime-andrew-nesbitt/04/2017/,,,,,,,,,,,,,,,Duplicate story
750,4/3/2017,Anti-Muslim hate crimes rock South Asian communities while Trump and Modi look away,ThinkProgress,Washington,DC,https://thinkprogress.org/islamophobia-south-asia-trump-modi-b43a7eb0a6df,0,na,na,na,na,na,na,na,na,na,na,na,Opinion piece,na,
751,4/3/2017,Dutch Lawmakers Hold Hands in Moving Show of Solidarity with Gay Couple Who Were Brutally Attacked,Towleroad,New York,NY,http://www.towleroad.com/2017/04/alexander-pechtold-wouter-koolmees/,,,,,,,,,,,,,,,International Story
752,4/3/2017,"Gay Man Attacked On New York Subway, As Hate Crimes Rise In City",NewNowNext,New York,NY,http://www.newnownext.com/gay-attack-subway-new-york/04/2017/,1,1,30,3,2017,1,1,1,0,LGBT,New York,New York,Assault,3,
753,4/3/2017,Dutch Gay Couple Attacked with Bolt Cutters in Horrifying Hate Crime,Unicorn Booty,Seattle,WA,https://unicornbooty.com/dutch-bolt-cutters-hate-crime/,,,,,,,,,,,,,,,International Story
754,4/3/2017,How Ethnic And Racial Harassment Damages Mental Health,Global Economic Intersection,Las Vegas,,http://econintersect.com/pages/contributors/contributor.php?post=201704042338,0,na,na,na,na,na,na,na,na,na,na,na,Opinion piece,na,
755,4/3/2017,13 Senators Demand White House Action on Hate Crimes,sikhcoalition.org,New York,NY,https://www.sikhcoalition.org/blog/2017/13-senators-demand-white-house-action-hate-crimes/,0,na,na,na,na,na,na,na,na,na,na,na,Condemnation,na,
756,4/3/2017,"Indian American Physician Threatened by Text Message, Fears for Family",India West,San Leandro,CA,http://www.indiawest.com/news/global_indian/indian-american-physician-threatened-by-text-message-fears-for-family/article_a1ccfd68-1889-11e7-927d-cb38e44d927d.html,0,na,na,na,na,na,na,na,na,na,na,na,Incident under investigation,na,
757,4/3/2017,Dylann Roof To Plead Guilty To State Murder Charges,Huffington Post,New York,NY,http://www.huffingtonpost.com/entry/dylann-roof-to-plead-guilty-to-state-murder-charges_us_58e27e45e4b0d0b7e1636c89,0,na,na,na,na,na,na,na,na,na,na,na,News story,na,
758,4/3/2017,Patricia Arquette Calls Out Jeff Sessions For Ignoring Trans Deaths,Huffington Post,New York,NY,http://www.huffingtonpost.com/entry/patricia-arquette-jeff-sessions-glaad_us_58e26694e4b0b3918c8535a1,0,na,na,na,na,na,na,na,na,na,na,na,Condemnation,na,
759,4/3/2017,Exclusive clip: White supremacist killer Dylann Roof profiled on Vanity Fair Confidential,Monsters and Critics.com,,,http://www.monstersandcritics.com/smallscreen/exclusive-clip-white-supremacist-killer-dylann-roof-and-rise-in-online-hate-groups-profiled-on-vanity-fair-confidential/,0,na,na,na,na,na,na,na,na,na,na,na,News story,na,
760,4/3/2017,AVP learns of an anti-gay incident in Downtown Brooklyn,avp.org,New York,NY,http://www.avp.org/resources/avp-resources/608-avp-learns-of-an-anti-gay-incident-in-downtown-brooklyn-,,,,,,,,,,,,,,,Url broken
761,4/3/2017,Cantwell calls for presidential hate crime task force in wake of Kent shooting,Renton Reporter,Renton,Washington,http://www.rentonreporter.com/news/cantwell-calls-for-presidential-hate-crime-task-force-in-wake-of-kent-shooting/,0,na,na,na,na,na,na,na,na,na,na,na,Call to action,na,
762,4/3/2017,Possible hate crime leaves man bloodied at gas pump,wtvr.com,Richmond,VA,http://wtvr.com/2017/04/03/caroline-gas-station-attack/,1,1,1,4,2017,1,1,1,0,Race,Caroline County,Virginia,Assault,3,
763,4/3/2017,Bill Increasing Penalties For Hate Crimes Clears Key Committee,Hartford Courant,Hartford,CT,http://www.courant.com/politics/capitol-watch/hc-bill-increasing-penalities-for-hate-crimes-clears-key-committee-20170403-story.html,0,na,na,na,na,na,na,na,na,na,na,na,bill proposal,na,
764,4/3/2017,Maria Cantwell Calls on Trump Administration to Form Hate Crime Task Force,TheStranger.com,Seattle,WA,http://www.thestranger.com/slog/2017/04/03/25054624/maria-cantwell-calls-on-trump-administration-to-form-hate-crime-task-force,0,na,na,na,na,na,na,na,na,na,na,na,Condemnation,na,
765,4/3/2017,Hate Crimes Keep Spiking in New York City,Observer,New York,NY,http://observer.com/2017/04/hate-crimes-spiking-new-york-city/,0,na,na,na,na,na,na,na,na,na,na,na,Hate crime rate report,na,
766,4/3/2017,Ku Klux Klan fliers left on lawns in Perkins Twp.,newsnet5.com,Cleveland,OH,https://www.youtube.com/watch?v=jh_diDAr7PQ,0,na,na,na,na,na,na,na,na,na,na,na,News story,na,
767,4/3/2017,Brooklyn Rapper Mousey Baby Faces 25 Years For Stabbing Two Gay Men: VIDEO,Towleroad,New York,NY,http://www.towleroad.com/2017/04/mousey-baby/,,,,,,,,,,,,,,,Duplicate story
768,4/3/2017,"Hate crimes, subway incidents spike in first 3 months of 2017",amNY,New York,,http://www.amny.com/news/hate-crimes-subway-incidents-spike-in-first-3-months-of-2017-1.13357112,0,na,na,na,na,na,na,na,na,na,na,na,Hate crime rate report,na,
769,4/3/2017,Comparing vandalism to hate crime outrageous,The Coloradoan,Fort Collins,CO,http://www.coloradoan.com/story/opinion/2017/04/03/comparing-vandalism-hate-crime-outrageous/100006648/,0,na,na,na,na,na,na,na,na,na,na,na,Opinion piece,na,
770,4/3/2017,Coffee with Senator Steadman ~ By Kaelyn Gustafson,dbadocket.org,Denver,CO,http://www.dbadocket.org/dba-community/senator-steadman-gustafson/,0,na,na,na,na,na,na,na,na,na,na,na,Interview,na,
771,4/3/2017,People Are F*cking Boring,Anderson Valley,,,http://theava.com/archives/67291,,,,,,,,,,,,,,,Url broken
772,4/4/2017,"NJ woman enraged by 'fancy white people' attacks man, Porsche with hammer: cops",NJ.com,Woodbury,NJ,http://www.nj.com/essex/index.ssf/2017/04/newark_woman_sought_in_possible_bias_attack_at_gas.html,,,,,,,,,,,,,,,Duplicate story
773,4/4/2017,"Wyden, Merkley Call for Presidential Task Force to Combat Hate Crimes, Violence",myCentralOregon.com,Bend,Oregon,http://www.mycentraloregon.com/2017/04/04/wyden-merkley-call-for-presidential-task-force-to-combat-hate-crimes-violence/,0,na,na,na,na,na,na,na,na,na,na,na,Call to action,na,
774,4/4/2017,Massachusetts couple attacked with hammer at Virginia gas station in possible racially-motivated crime,MassLive.com,Springfield,MA,http://www.masslive.com/news/worcester/index.ssf/2017/04/massachusetts_couple_attacked.html,,,,,,,,,,,,,,,Duplicate story
775,4/4/2017,Republican students harassed by 'anti-fascist' vandals,Campus Reform,Arlington,Virginia,http://www.campusreform.org/?ID=9013,0,na,na,na,na,na,na,na,na,na,na,na,News story,na,
776,4/4/2017,NJ Woman's 'Hate Crime' Hammer Attack Leaves Caucasian Couple Stunned: Reports,Patch.com,New York,,https://patch.com/new-jersey/westorange/n-j-woman-s-hate-crime-hammer-attack-leaves-caucasian-couple-stunned-reports,,,,,,,,,,,,,,,Duplicate story
777,4/4/2017,Senators Put Pressure On Trump To Create Hate Crime Task Force,Huffington Post,New York,NY,http://www.huffingtonpost.com/entry/hate-crime-task-force-senators-trump_us_58e3af1be4b03a26a3663961,0,na,na,na,na,na,na,na,na,na,na,na,Call to action,na,
778,4/4/2017,Senators Call for Presidential Taskforce to Prevent Hate Violence,India West,San Leandro,CA,http://www.indiawest.com/news/global_indian/senators-call-for-presidential-taskforce-to-prevent-hate-violence/article_4b0f097a-196b-11e7-a951-db116655f24b.html,0,na,na,na,na,na,na,na,na,na,na,na,Call to action,na,
779,4/4/2017,Group Wants Hate Crime Probe into Vandalized Muslim Prayer Space at Marquette University,WUWM,Milwaukee,WI,http://wuwm.com/post/group-wants-hate-crime-probe-vandalized-muslim-prayer-space-marquette-university,0,na,na,na,na,na,na,na,na,na,na,na,Incident under investigation,na,
780,4/4/2017,Angela Jones Newark black woman enraged by 'fancy white people' smashes Porsche with hammer,scallywagandvagabond,New York,New York,https://scallywagandvagabond.com/2017/04/angela-m-jones-newark-black-woman-attacks-white-couple-virginia-gas-station/,,,,,,,,,,,,,,,Duplicate story
781,4/4/2017,James Robert Reade's Latest Hate Crime!,orangejuiceblog.com,Villa Park,CA,http://www.orangejuiceblog.com/2017/04/james-robert-reades-latest-hate-crime/,0,na,na,na,na,na,na,na,na,na,na,na,Opinion piece,na,
782,4/4/2017,Hate Crimes Spike In Los Angeles,Patch.com,New York,,https://patch.com/california/northhollywood/hate-crimes-spike-los-angeles,0,na,na,na,na,na,na,na,na,na,na,na,Hate crime rate report,na,
783,4/4/2017,Man who accidentally shot self charged with hate crime,KESQ,Palm Desert,CA,http://www.kesq.com/news/crime/man-who-accidentally-shot-self-charged-with-hate-crime/433360093,1,1,30,3,2017,0,0,1,0,Race,Desert Hot Springs,California,Attempted murder,2,
784,4/4/2017,Study: Hate Crimes Soaring In City of Los Angeles,theopendaily.com,Whittier,CA,http://www.theopendaily.com/local-blogs/study-hate-crimes-soaring-in-city-of-los-angeles,,,,,,,,,,,,,,,Duplicate story
785,4/5/2017,White Man Attacked with Hammer at Gas Station in Incident Being Investigated as a Possible Hate Crime,The Root,Washington DC,,http://www.theroot.com/white-man-attacked-with-hammer-at-gas-station-in-incide-1794026954,,,,,,,,,,,,,,,Duplicate story
786,4/5/2017,"Now, Sushma Swaraj Says Attack on Africans Was Not Racist",Yahoo News,Altadena,California,https://in.news.yahoo.com/now-sushma-swaraj-says-attack-124902115.html,,,,,,,,,,,,,,,International Story
787,4/5/2017,N-word killing try fails as suspect accidentally shoots himself with shotgun,MyNewsLA.com,Los Angeles,CA,http://mynewsla.com/crime/2017/04/05/n-word-killing-try-fails-as-suspect-accidentally-shoots-himself-with-shotgun/,,,,,,,,,,,,,,,Duplicate story
788,4/5/2017,Report: NJ Woman Yells She's 'Sick Of Fancy White Women' During Gas Station Hammer Attack,CBS New York,,,http://newyork.cbslocal.com/2017/04/05/virginia-gas-station-hammer-attack/,,,,,,,,,,,,,,,Duplicate story
789,4/5/2017,"Hate crimes in Los Angeles rose in 2016, many against LGBTQ people, study finds",The San Diego Union-Tribune,San Diego,CA,http://www.sandiegouniontribune.com/news/california/la-me-hate-crimes-20170405-story.html,,,,,,,,,,,,,,,Duplicate story
790,4/5/2017,Man Shot While Stopping Hate Crime is Rewarded With $100K For New House,Good News Network,,,http://www.goodnewsnetwork.org/man-shot-stopping-hate-crime-rewarded-100k-new-house/,0,na,na,na,na,na,na,na,na,na,na,na,News story,na,
791,4/5/2017,Woman who allegedly attacked man at VA gas station arrested,wtvr.com,Richmond,VA,http://wtvr.com/2017/04/05/angela-jones-arrest-1/,,,,,,,,,,,,,,,Duplicate story
792,4/5/2017,Bloody hate crime at a gas station committed by lady 'sick of fancy white people',BizPac Review,West Palm Beach,Florida,http://www.bizpacreview.com/2017/04/05/bloody-hate-crime-gas-station-committed-lady-sick-fancy-white-people-467423,,,,,,,,,,,,,,,Duplicate story
793,4/5/2017,"Hate Crimes In LA Hit Highest Mark Since 2008, With Marked Increase Against LGBT Community",LAist,Los Angeles,CA,http://laist.com/2017/04/05/hate_crime_la_2016.php,,,,,,,,,,,,,,,Url broken
794,4/5/2017,"Suspect in hammer attack over 'fancy' boat, being white arrested in New Jersey",WABC-TV,New York,NY,http://abc7ny.com/news/suspect-in-hammer-attack-over-fancy-boat-being-white-arrested-in-nj/1839310/,,,,,,,,,,,,,,,Duplicate story
795,4/5/2017,Man who accidentally shot himself pleads not guilty to attempted murder & hate crime,KESQ,Palm Desert,CA,http://www.kesq.com/news/crime/man-pleads-not-guilty-to-attempted-murder-in-hate-crime-case-updates-from-court-on-kesq-at-12pm/434846967,,,,,,,,,,,,,,,Duplicate story
796,4/5/2017,Study: Hate Crimes in Los Angeles Hit Multi-Year Highs,NBC Southern California,Los Angeles,CA,http://www.nbclosangeles.com/news/local/Study-Hate-Crimes-in-Los-Angeles-Hit-Multi-Year-Highs-418413743.html,0,na,na,na,na,na,na,na,na,na,na,na,Hate crime rate report,na,
797,4/5/2017,Eagle reporting featured in TV show about hate crimes in US,Wichita Eagle,Wichita,KS,http://www.kansas.com/news/local/article142906999.html,0,na,na,na,na,na,na,na,na,na,na,na,News story,na,
798,4/5/2017,"2016 Saw Rise in Hate Crimes in LA, Many Against LGBTQ People: Study",KTLA,Los Angeles,CA,http://ktla.com/2017/04/05/2016-saw-rise-in-hate-crimes-many-against-lgbtq-people-study/,,,,,,,,,,,,,,,Duplicate story
799,4/5/2017,"Woman accused of attacking couple with hammer over 'fancy' boat, being white",WPVI-TV,Philadelphia,PA,http://6abc.com/news/woman-accused-of-hammer-attack-over-fancy-boat-being-white/1839895/,,,,,,,,,,,,,,,Duplicate story
800,4/5/2017,Civil Rights Report Shows Increase In Oklahoma Hate Crimes,news9.com KWTV,Oklahoma City,OK,http://www.news9.com/story/35080562/civil-rights-report-shows-increase-in-oklahoma-hate-crimes,0,na,na,na,na,na,na,na,na,na,na,na,Hate crime rate report,na,
801,4/5/2017,Man accused of threatening Muslim neighbors with gun,WJXT Jacksonville,Jacksonville,FL,http://www.news4jax.com/news/man-accused-of-threatening-muslim-neighbors-with-gun,0,na,na,na,na,na,na,na,na,na,na,na,Aggravated assault charge,na,
802,4/5/2017,2 men sentenced on hate crime charge in attack on black man,FOX19,Cincinnati,OH,http://www.fox19.com/story/35081399/2-men-sentenced-on-hate-crime-charge-in-attack-on-black-man,,,,,,,,,,,,,,,Url broken
803,4/5/2017,2 Whites Sentenced on Hate Crime Charge in Black Man Attack,U.S. News & World Report,Washington,DC,https://www.usnews.com/news/best-states/ohio/articles/2017-04-05/2-men-sentenced-on-hate-crime-charge-in-attack-on-black-man,1,0,na,5,2017,1,1,2,0,Race,Toledo,Ohio,Assault,3,
804,4/5/2017,Hate crimes focal point of new DOJ task force,My Twin Tiers.com,,,http://www.mytwintiers.com/news/politics/hate-crimes-focal-point-of-new-doj-task-force/687711486,,,,,,,,,,,,,,,Url broken
805,4/5/2017,"Hate crimes focal point of new DOJ task force - KXLF.com | Continuous News | Butte, Montana",KXLF Butte News,Butte,MT,http://www.kxlf.com/story/35081918/hate-crimes-focal-point-of-new-doj-task-force,,,,,,,,,,,,,,,Url broken
806,4/5/2017,"Hate crimes focal point of new DOJ task force - ABC-7.com WZVN News for Fort Myers, Cape Coral & Naples, Florida",WZVN-TV,Fort Myers,FL,http://www.abc-7.com/story/35081918/hate-crimes-focal-point-of-new-doj-task-force,,,,,,,,,,,,,,,Url broken
807,4/5/2017,"Hate crimes focal point of new DOJ task force - Honolulu, Hawaii news, sports & weather - KITV Channel 4",KITV Honolulu,Honolulu,HI,http://www.kitv.com/story/35081918/hate-crimes-focal-point-of-new-doj-task-force,0,na,na,na,na,na,na,na,na,na,na,na,News story,na,New link: https://www.cnn.com/2017/04/05/politics/hate-crimes-subcommittee-doj-task-force/index.html
808,4/5/2017,"Hate crimes focal point of new DOJ task force - KBZK.com | Continuous News | Bozeman, Montana",KBZK Bozeman News,Bozeman,MT,http://www.kbzk.com/story/35081918/hate-crimes-focal-point-of-new-doj-task-force,,,,,,,,,,,,,,,Url broken + Duplicate story
809,4/5/2017,2 whites men sentenced on hate crime charge in unprovoked attack on black man,Akron Beacon Journal,Akron,OH,http://www.ohio.com/news/ohiocentric/2-whites-men-sentenced-on-hate-crime-charge-in-unprovoked-attack-on-black-man-1.758622,,,,,,,,,,,,,,,Url broken + Duplicate story
810,4/5/2017,Becoming Socially Aware Through Diversity Dialogues,The Racquet,,,http://theracquet.org/3315/news/becoming-socially-aware-through-diversity-dialogues/,,,,,,,,,,,,,,,Url broken
811,4/5/2017,Men sentenced for race-based attack,Toledo Blade,Toledo,OH,http://www.toledoblade.com/Courts/2017/04/06/Toledo-men-sentenced-for-race-based-attack.html,,,,,,,,,,,,,,,Duplicate story
812,4/5/2017,"Hate crimes in LA up 15 percent in 2016 compared to 2015, study finds",KABC-TV,Los Angeles,CA,http://abc7.com/news/hate-crimes-in-la-up-15-percent-in-2016-study-finds/1841066/,,,,,,,,,,,,,,,Duplicate story
813,4/6/2017,Kill the Muslim' Graffiti Found at USM Prompts Investigation,Heat Street,,,https://heatst.com/culture-wars/kill-the-muslim-graffiti-found-at-usm-prompts-investigation/,,,,,,,,,,,,,,,Url broken + Duplicate story
814,4/6/2017,#Hate more popular than ever in #tolerant #LosAngeles,calnews.com,Davis,CA,https://calnews.com/2017/04/06/hate-more-popular-than-ever-in-tolerant-losangeles/,,,,,,,,,,,,,,,Duplicate story
815,4/6/2017,Senators Call For Presidential Task Force To Combat Hate Crimes,RTT News,Washington DC,NY,http://www.rttnews.com/2761293/senators-call-for-presidential-task-force-to-combat-hate-crimes.aspx,,,,,,,,,,,,,,,Duplicate story
816,4/6/2017,Suspect charged in slaying of gay hate-crime survivor,Wisconsin Gazette,Milwaukee,Wisconsin,http://wisconsingazette.com/2017/04/06/suspect-charged-slaying-gay-hate-crime-survivor/,,,,,,,,,,,,,,,Url broken + Duplicate story
817,4/6/2017,Woman 'sick of fancy white people' arrested in hammer attack at gas station,Palm Beach Post,Palm Beach,FL,http://www.palmbeachpost.com/news/national/woman-sick-fancy-white-people-arrested-hammer-attack-gas-station/xlsCCSDoyIr6Yu8ZhlEEDK/,,,,,,,,,,,,,,,Duplicate story
818,4/6/2017,Pols press for $50M in city funding to help protect at-risk community centers from hate crimes,QNS.com,,,http://qns.com/story/2017/04/06/pols-press-50m-city-funding-help-protect-risk-community-centers-hate-crimes/,0,na,na,na,na,na,na,na,na,na,na,na,bill proposal,na,
819,4/6/2017,"LGBT Pride Flags Stolen, Burned In Hudson",CBS Minnesota / WCCO,,,http://minnesota.cbslocal.com/2017/04/06/rainbow-flags-vandalized-wisconsin/,1,1,6,4,2017,0,2,na,na,LGBT,Hudson,Wisconsin,Vandalism/Burglary,2,
820,4/6/2017,"Cab passenger charged with hate crime, assault of Somali driver",St. Cloud Times,St-Cloud,MN,http://www.sctimes.com/story/news/local/2017/04/06/cab-passenger-charged-bias-related-assault-somali-driver/100119794/,1,0,25,3,2017,1,1,1,0,Race/Religion,St. Cloud,Minnesota,Assault,3,
